LEN,LEX,SEN,SEX,PSM,SLV,CLS,NOP,RMR,TCS
False,False,False,False,0,0,19130.5,19130.5,4.0,Thu Oct 20 08:00:06 2022
False,False,False,False,0,0,19197.5,19197.5,4.0,Thu Oct 20 12:00:07 2022
False,False,False,False,0,0,19244.5,19244.5,4.0,Thu Oct 20 16:00:06 2022
False,False,False,False,0,0,19064.0,19064.0,4.0,Thu Oct 20 20:00:06 2022
False,False,False,False,0,0,19039.0,19039.0,4.0,Fri Oct 21 00:00:06 2022
False,False,False,False,0,0,19036.5,19036.5,4.0,Fri Oct 21 04:00:13 2022
False,False,False,False,0,0,19015.5,19015.5,4.0,Fri Oct 21 08:00:06 2022
False,False,False,False,0,0,18933.5,18933.5,4.0,Fri Oct 21 12:00:06 2022
False,False,False,False,0,0,19154.0,19154.0,4.0,Fri Oct 21 16:00:11 2022
False,False,False,False,0,0,19178.0,19178.0,4.0,Fri Oct 21 20:00:08 2022
False,False,False,False,0,0,19154.0,19154.0,4.0,Sat Oct 22 00:00:06 2022
False,False,False,False,0,0,19144.5,19144.5,4.0,Sat Oct 22 04:00:07 2022
False,False,False,False,0,0,19159.0,19159.0,4.0,Sat Oct 22 08:00:07 2022
False,False,False,False,0,0,19167.0,19167.0,4.0,Sat Oct 22 12:00:06 2022
False,False,False,False,0,0,19227.5,19227.5,4.0,Sat Oct 22 16:00:06 2022
False,False,False,False,0,0,19180.0,19180.0,4.0,Sat Oct 22 20:00:06 2022
False,False,False,False,0,0,19195.0,19195.0,4.0,Sun Oct 23 00:00:06 2022
False,False,False,False,0,0,19194.0,19194.0,4.0,Sun Oct 23 04:00:06 2022
False,False,False,False,0,0,19155.0,19155.0,4.0,Sun Oct 23 08:00:07 2022
False,False,False,False,0,0,19144.5,19144.5,4.0,Sun Oct 23 12:00:07 2022
False,False,False,False,0,0,19183.5,19183.5,4.0,Sun Oct 23 16:00:07 2022
True,False,False,True,1.3712952091057,18959.529365,19489.5,19489.5,4.0,Sun Oct 23 20:00:11 2022
True,False,False,True,1.21529897416399,18959.0972,19560.0,19560.0,4.0,Mon Oct 24 00:00:06 2022
False,False,False,False,0,0,19387.0,19387.0,4.0,Mon Oct 24 04:00:11 2022
False,False,False,False,0,0,19317.5,19317.5,4.0,Mon Oct 24 08:00:06 2022
False,False,False,False,0,0,19414.5,19414.5,4.0,Mon Oct 24 12:00:06 2022
False,False,False,False,0,0,19299.5,19299.5,4.0,Mon Oct 24 16:00:08 2022
False,False,False,False,0,0,19330.0,19330.0,4.0,Mon Oct 24 20:00:07 2022
False,False,False,False,0,0,19322.0,19322.0,4.0,Tue Oct 25 00:00:09 2022
False,False,False,False,0,0,19334.0,19334.0,4.0,Tue Oct 25 04:00:07 2022
False,False,False,False,0,0,19297.5,19297.5,4.0,Tue Oct 25 08:00:06 2022
False,False,False,False,0,0,19291.5,19291.5,4.0,Tue Oct 25 12:00:07 2022
True,False,False,True,1.15359700655852,19100.9938,19740.0,19740.0,4.0,Tue Oct 25 16:00:06 2022
True,False,False,True,0.639325338608994,19097.75103,20269.0,20269.0,4.0,Tue Oct 25 20:00:09 2022
False,False,False,False,0,0,20077.0,20077.0,4.0,Wed Oct 26 00:00:12 2022
False,False,False,False,0,0,20247.0,20247.0,4.0,Wed Oct 26 04:00:06 2022
False,False,False,False,0,0,20343.0,20343.0,4.0,Wed Oct 26 08:00:06 2022
True,False,False,True,1.15804463604371,19935.722,20600.0,20600.0,4.0,Wed Oct 26 12:00:07 2022
False,False,False,False,0,0,20838.5,20838.5,4.0,Wed Oct 26 16:00:07 2022
False,False,False,False,0,0,20759.5,20759.5,4.0,Wed Oct 26 20:00:06 2022
False,False,False,False,0,0,20765.0,20765.0,4.0,Thu Oct 27 00:00:06 2022
False,False,False,False,0,0,20745.0,20745.0,4.0,Thu Oct 27 04:00:06 2022
False,False,False,False,0,0,20706.5,20706.5,4.0,Thu Oct 27 08:00:06 2022
False,False,False,False,0,0,20615.0,20615.0,4.0,Thu Oct 27 12:00:07 2022
False,False,False,False,0,0,20551.0,20551.0,4.0,Thu Oct 27 16:00:08 2022
False,False,False,False,0,0,20620.0,20620.0,4.0,Thu Oct 27 20:00:08 2022
False,False,False,False,0,0,20293.5,20293.5,4.0,Fri Oct 28 00:00:06 2022
False,False,False,False,0,0,20283.5,20283.5,4.0,Fri Oct 28 04:00:06 2022
False,False,False,False,0,0,20077.5,20077.5,4.0,Fri Oct 28 08:00:09 2022
False,False,False,False,0,0,20170.0,20170.0,4.0,Fri Oct 28 12:00:07 2022
False,False,False,False,0,0,20469.5,20469.5,4.0,Fri Oct 28 16:00:08 2022
False,False,False,False,0,0,20606.0,20606.0,4.0,Fri Oct 28 20:00:07 2022
False,False,False,False,0,0,20590.5,20590.5,4.0,Sat Oct 29 00:00:06 2022
False,False,False,False,0,0,20747.5,20747.5,4.0,Sat Oct 29 04:00:06 2022
